@lat,@lon,amenity,historic,tourism,shop,office,leisure,craft,boundary,building,railway,admin_level,man_made,name
-36.9710100,174.8360472,school,,,,,,,,,,,,Papatoetoe North School
-36.9666389,174.8365652,school,,,,,,,,,,,,De La Salle College
-36.9809785,174.8327791,school,,,,,,,,,,,,Aorere College
-36.9635977,174.8420488,hospital,,,,,,,,,,,,Middlemore Hospital
-36.9634664,174.8043123,,,,,,park,,,,,,,Mangere Centre Park
-36.9668350,174.7998660,,,,,,park,,,,,,,David Lange Park
-36.9626098,174.7964799,,,,,,park,,,,,,,Moyle Park
-36.8785523,174.7506271,,,,,,park,,,,,,,Ballantyne Square
-36.8779283,174.7609219,,,,,,park,,,,,,,Bridgman Reserve
-36.8764461,174.7566785,school,,,,,,,,,,,,Mount Eden Normal Primary School
-36.8763163,174.7311479,,,,,,,,,,rail,,,North Auckland Line
-36.8725015,174.7381445,,,,,,park,,,,,,,School Reserve
-36.8922248,174.9276904,,,,,,park,,,,,,,Stockade Hill
-36.9539481,174.8410632,school,,,,,,,,,,,,Otahuhu College
-36.8898234,174.7588074,,,,,,park,,,,,,,Balmoral Heights Reserve
-36.8865938,174.7490171,,,,,,park,,,,,,,Potters Park
-36.7837740,174.7238994,,,,,,park,,,,,,,Downing Street Reserve
-36.8113128,174.7249391,,,,,,,,,yes,,,,Birkenhead Mall
-36.7871651,174.7711636,,,,,,park,,,,,,,Potters Park
-36.9035142,174.8063179,school,,,,,,,,,,,,One Tree Hill College
-36.8895889,174.9031961,,,,,,park,,,,,,,Pakuranga Domain
-36.8903991,174.8956071,,,,,,park,,,,,,,Wakaaranga Creek Reserve
-36.8082031,174.7507645,,,,,,park,,,,,,,Onepoto Domain
-36.8894717,174.8058133,,,,,,stadium,,,,,,,Ellerslie Racecourse
-36.8954291,174.7619107,,,,,,park,,,,,,,Watling Reserve
-36.8861286,174.7617194,,,,,,park,,,,,,,Windmill Green
-36.8945742,174.7821816,,,,,,stadium,,,,,,,Cornwall Park Cricket Ground
-36.9172523,174.9084437,,,,,,golf_course,,,,,,,Pakuranga Country Club
-36.8690250,174.8425447,,,,,,,,,,rail,,,North Island Main Trunk
-36.8758495,174.8533609,,,,,,,,,,rail,,,North Island Main Trunk
-36.8532082,174.8114283,,,,,,park,,,,,,,Fenton Circle
-36.8896339,174.7602625,,,,,,park,,,,,,,Udys Reserve
-36.8523772,174.8148520,,,,,,park,,,,,,,Watene Reserve
-36.8531002,174.8099102,,,,,,park,,,,,,,Paritai Reserve
-36.8466138,174.8249395,,,,,,park,,,,,,,Michael Joseph Savage Memorial Park
-36.8462088,174.7754980,,,,,,,,,,rail,,,North Island Main Trunk
-36.8462420,174.7754700,,,,,,,,,,rail,,,North Island Main Trunk
-43.2983225,172.5810806,,,,,,park,,,,,,,Ashgrove Park
-43.3029584,172.5858378,,,,,,playground,,,,,,,Elephant Park
-43.3074916,172.5880997,,,,,,park,,,,,,,Dudley Park
-43.3161362,172.5950503,,,,,,nature_reserve,,,,,,,Matawai Park
-43.2741062,172.5965408,school,,,,,,,,,,,,Ashley School
-36.8911625,174.7199913,,,,,,park,,,,,,,Mount Albert (Owairaka Domain)
-36.8839148,174.7460436,school,,,,,,,,,,,,Balmoral School
-36.9081170,174.7596386,school,,,,,,,,,,,,Three Kings School
-36.9067223,174.9016940,,,,,,park,,,,,,,Lloyd Elsmore Park
-36.8500930,174.7871992,,,,,,park,,,,,,,Dove-Myer Robinson Park
-36.8651337,174.7813274,,,,,,,,,,rail,,,Newmarket Line
-36.8644855,174.7819633,,,,,,,,,,rail,,,Newmarket Line
-36.8601569,174.7804199,,,,,,,,,,rail,,,Newmarket Line
-36.8601648,174.7803863,,,,,,,,,,rail,,,Newmarket Line
-36.8321110,174.7977250,,,,,,park,,,,,,,Windsor Reserve
-36.8498875,174.7754422,,,,,,,,,,rail,,,Newmarket Line
-36.8493560,174.7755925,,,,,,,,,,rail,,,Newmarket Line
-36.8493788,174.7756593,,,,,,,,,,rail,,,Newmarket Line
-36.8498685,174.7754892,,,,,,,,,,rail,,,Newmarket Line
-36.8509207,174.7757214,,,,,,,,,,rail,,,Newmarket Line
-36.8515237,174.7758953,,,,,,,,,,rail,,,Newmarket Line
-36.8514673,174.7758246,,,,,,,,,,rail,,,Newmarket Line
-36.8508807,174.7756561,,,,,,,,,,rail,,,Newmarket Line
-36.8594512,174.7179494,,,,,,park,,,,,,,Seddon Fields
-42.8620567,171.5495751,,,,,,,,,,rail,,,Midland Line
-41.2898515,174.7677521,university,,,,,,,,,,,,Victoria University of Wellington  Kelburn Campus
-41.2849998,174.7699808,,,,,,,,,,funicular,,,Wellington Cablecar
-41.2853685,174.7676534,,,,,,,,,,funicular,,,The Wellington Cablecar
-43.5409945,172.6426119,,,,,,,,,,rail,,,Main South Line
-41.2234597,174.9234548,,,,,,pitch,,,,,,,Te Whiti Park
-41.2923552,174.7682670,,,,,,pitch,,,,,,,Boyd-Wilson Field
-41.3136104,174.7942981,,,,,,pitch,,,,,,,Kilbirnie Park
-41.3138424,174.7970088,school,,,,,,,,,,,,Saint Patrick's College
-41.1603794,174.8314395,,,,,,,,,,rail,,,North Island Main Trunk
-41.2805243,174.7694436,,,attraction,,,garden,,,,,,,Lady Norwood Rose Garden
-41.1014624,174.8479096,,,,,,nature_reserve,,,,,,,Whitireia Park
-41.0992377,174.8492077,,,,,,golf_course,,,,,,,Titahi Bay Golf Club
-41.1076447,175.1095205,,,,,,,,,,rail,,,Maoribank Tunnel
-41.1198285,174.8566834,,,,,,park,,,,,,,Aotea Lagoon
-41.1012135,174.8673342,,,,,,marina,,,,,,,Mana Marina
-41.0963092,174.8666605,,,,,,park,,,,,,,Ngatitoa Domain
-41.1070635,174.8676851,school,,,,,,,,,,,,Paremata School
-41.1138678,174.8680603,school,,,,,,,,,,,,Papakowhai School
-41.1104503,174.8733454,,,,,,park,,,,,,,Makora Grove Playground
-42.5603365,171.1444800,,,,,,,,,,rail,,,Main South Road
-41.1036170,174.8686358,,,,,,,,,,rail,,,North Island Main Trunk
-41.0665050,174.8743948,,,,,,,,,,rail,,,North Island Main Trunk
-41.1338947,174.8399475,parking,,,,,,,,,,,,Kilkerran Place
-41.1384750,174.8439899,parking,,,,,,,,,,,,Porirua Train Station Car Park
-41.0941863,174.8546045,parking,,,,,,,,,,,,Onehunga Bay
-41.1264060,174.8384465,school,,,,,,,,,,,,Whitireia Community Polytechnic
-41.2894203,174.7845287,,,,,,marina,,,,,,,Chaffers Marina
-41.0796043,174.8658248,school,,,,,,,,,,,,Plimmerton School
-41.1129534,174.8802921,school,,,,,,,,,,,,Postgate School
-41.1248221,174.8564713,school,,,,,,,,,,,,Aotea College
-41.1049163,174.9179467,school,,,,,,,,,,,,Pauatahanui School
-41.1012188,174.9125317,,,,,,nature_reserve,,,,,,,Pauatahanui Wildlife Reserve
-41.3030662,174.7429210,,,,,,park,,,,,,,Zealandia
-41.3219268,174.7842936,,,zoo,,,,,,,,,,Wellington Zoological Gardens
-41.0812602,174.9341786,,,,,,golf_course,,,,,,,Pauatahanui Golf Club
-41.0238396,174.9071230,,,,,,,,,,rail,,,North Island Main Trunk
-41.0250650,174.9050350,,,,,,,,,,rail,,,North Island Main Trunk
-41.0236522,174.9074013,,,,,,,,,,rail,,,North Island Main Trunk
-41.0218381,174.9102098,,,,,,,,,,rail,,,North Island Main Trunk
-41.0202840,174.9121732,,,,,,,,,,rail,,,North Island Main Trunk
-41.0199913,174.9125836,,,,,,,,,,rail,,,North Island Main Trunk
-41.0179324,174.9151444,,,,,,,,,,rail,,,North Island Main Trunk
-41.0143564,174.9193410,,,,,,,,,,rail,,,North Island Main Trunk
-41.0095272,174.9236139,,,,,,,,,,rail,,,North Island Main Trunk
-40.8457131,175.0845060,,,,,,,,,,rail,,,North Island Main Trunk
-40.9306655,175.0093355,,,,,,golf_course,,,,,,,Kapiti Golf Club
-43.2466158,172.6725387,school,,,,,,,,,,,,Sefton School
-41.2848061,174.7712825,,,,,,,,,,funicular,,,Wellington Cablecar
-41.2847699,174.7714985,,,,,,,,,,funicular,,,Wellington Cablecar
-41.2850601,174.7695705,,,,,,,,,,funicular,,,The Wellington Cablecar
-41.3118640,174.7984017,,,,,,marina,,,,,,,Evans Bay Marina
-41.1102596,174.8683458,,,,,,park,,,,,,,Eskdale Road Reserve
-41.1121963,174.8683329,,,,,,park,,,,,,,Moray Place Playground
-41.1205082,174.8903357,school,,,,,,,,,,,,Adventure School
-41.1149220,174.8943487,school,,,,,,,,,,,,Samuel Marsden Collegiate School  Whitby
-41.1109087,174.8901311,school,,,,,,,,,,,,Discovery School
-41.1160432,174.8767192,,,,,,park,,,,,,,Ascot Park
-41.1185024,174.8711368,school,,,,,,,,,,,,Rangikura School
-41.1204993,174.8797295,school,,,,,,,,,,,,Te Kura Maori o Porirua
-41.1343032,174.8727106,school,,,,,,,,,,,,Russell School
-41.0841412,174.8700870,school,,,,,,,,,,,,Saint Theresa's School
-41.2187000,174.9315559,college,,,,,,,,,,,,The Open Polytechnic of New Zealand
-41.1393863,174.8486594,school,,,,,,,,,,,,Porirua East School
-41.1216661,174.8378749,,,,,,park,,,,,,,Takapuwahia Reserve
-41.1248084,174.8315534,preschool,,,,,,,,,,,,Katoa Kindergarten
-41.1246339,174.8299269,,,,,,park,,,,,,,Rangituhi Park
-41.1303265,174.8352227,school,,,,,,,,,,,,Porirua School
-41.1174200,174.8348235,school,,,,,,,,,,,,Ngati Toa School
-41.1153581,174.8417466,school,,,,,,,,,,,,Titahi Bay Intermediate School
-41.1115174,174.8439130,,,,,,park,,,,,,,Onepoto Park
-41.1103178,174.8397760,,,,,,park,,,,,,,Kura Park
-41.1120671,174.8397049,school,,,,,,,,,,,,Titahi Bay School
-41.1112225,174.8367171,school,,,,,,,,,,,,Saint Pius X School
-41.1012545,174.8424949,school,,,,,,,,,,,,Titahi Bay North School
-41.1002724,174.8424602,preschool,,,,,,,,,,,,Titahi Bay Kindergarten
-41.1088207,174.8319139,,,,,,park,,,,,,,Arnold Park
-41.1087883,174.8227300,,,,,,park,,,,,,,Stuart Park
-41.0742999,174.8710481,,,,,,park,,,,,,,The Track Scientific Reserve
-41.2514466,173.0956574,,,,,,park,,,,,,,Mapua Reserve
-41.2845035,174.7730857,,,,,,,,,,funicular,,,Wellington Cablecar
-41.2843009,174.7744752,,,,,,,,,,funicular,,,Wellington Cablecar
-41.1398290,174.8723361,school,,,,,,,,,,,,Maraeroa School
-41.1435605,174.8738596,school,,,,,,,,,,,,Porirua College
-41.1433153,174.8711001,school,,,,,,,,,,,,Brandon Intermediate School
-41.1390423,174.8717997,preschool,,,,,,,,,,,,Maraeroa Kindergarten
-41.1465273,174.8367845,hospital,,,,,,,,,,,,Kenepuru Hospital
-41.1209664,174.9431795,,,,,,golf_course,,,,,,,New Judgeford Golf Club
-41.1206351,174.8595169,college,,,,,,,,,,,,Royal New Zealand Police College
-41.1320282,174.8810158,preschool,,,,,,,,,,,,Waitangirua Kindergarten
-41.1331789,174.8815304,school,,,,,,,,,,,,Corinna School
-41.3102870,173.2326808,,,,,,,,,,abandoned,,,Railway Reserve
-41.2911400,173.2656750,,,,,,,,,,abandoned,,,Railway Reserve
-41.0358618,174.8855646,school,,,,,,,,,,,,Pukerua Bay School
-40.9577464,174.9757814,,,,,,park,,,,,,,Queen Elizabeth Park
-40.9819534,174.9580179,school,,,,,,,,,,,,Paekakariki School
-41.1654948,174.8318617,school,,,,,,,,,,,,Tawa College
-41.1737387,174.8261774,school,,,,,,,,,,,,Tawa School
-41.1640383,174.8324817,school,,,,,,,,,,,,Tawa Intermediate School
-41.1661679,174.8342947,,,,,,pitch,,,,,,,Tawa College Sports Fields
-41.1647754,174.8381272,school,,,,,,,,,,,,Greenacres School
-45.8585258,170.5217025,,,,,,garden,,,,,,,Botanic Gardens
-41.3034874,173.2389875,,,,,,,,,,abandoned,,,Railway Reserve
-41.2825892,174.7662629,,,attraction,,,park,,,,,,,The Wellington Botanic Garden
-41.2882334,174.7399980,,,,,,recreation_ground,,,,,,,Ben Burn Park
-41.2844381,174.7414281,school,,,,,,,,,,,,Karori Normal School
-41.2862064,174.7415435,university,,,,,,,,,,,,Victoria University of Wellington College of Education
-41.2855791,174.7539002,,,,,,park,,,,,,,Appleton Park
-41.2841779,174.7378783,,,,mall,,,,,yes,,,,Karori Mall
-45.8791668,170.4879534,,,,,,park,,,,,,,Jubilee Park
-41.3089532,173.2291432,,,,,,park,,,,,,,Broadgreen
-41.3086954,173.2285600,,,,,,garden,,,,,,,Samuels Rose Garden
-41.2904026,173.2302649,,,,,,golf_course,,,,,,,Nelson Golf Links
-41.3200253,173.2215475,,,,,,,,,,abandoned,,,Railway Reserve
-41.3251602,173.2128595,,,,,,,,,,abandoned,,,Railway Reserve
-41.3437783,173.1868149,,,,,,garden,,,,,,,Washbourn Gardens
-43.2700622,172.5535627,,,camp_site,,,,,,,,,,Leigh Camp
-43.2505727,172.5299169,school,,,,,,,,,,,,Loburn School
-41.3071794,173.2348377,,,,,,park,,,,,,,Broadgreen School Field
-41.2895276,173.1480344,,,,,,golf_course,,,,,,,Greenacres
-43.2964348,172.1903876,,,,,,track,,,,,,,Pearsons Park Oval
-43.5074110,172.6952918,,,,,,golf_course,,,,,,,Avondale Golf Course
-43.5626951,172.5941431,,,,,,park,,,,,,,Hoon Hay Park
-43.5622729,172.5867242,school,,,,,,,,,,,,Rowley Avenue School
-43.5536686,172.5926923,school,,,,,,,,,,,,Spreydon School
-43.5188505,172.7153065,,,,,,park,,,,,,,Bexley Park
-43.5011953,172.7228305,,,,,,golf_course,,,,,,,Rawhiti Municipal Golf Links
-43.4914478,172.7071529,,,,,,park,,,,,,,Queen Elizabeth II Park
-43.4886574,172.7045706,,,,,,golf_course,,,,,,,Ascot Golf Course
-43.4800134,172.7141936,,,,,,golf_course,,,,,,,Waimairi Beach Golf Course
-43.4539233,172.6995905,,,,,,park,,,,,,,Bottle Lake Forest Park
-43.4669563,172.6744446,,,,,,golf_course,,,,,,,Waitikiri Golf Course
-43.4973692,172.6694064,,,,,,golf_course,,,,,,,Shirley Golf Course
-43.5004015,172.6758609,,,,,,park,,,,,,,Horseshoe Lake Reserve
-43.5160267,172.6842380,,,,,,park,,,,,,,Porrit Park
-38.0487317,176.9853846,,,,,,,,,,disused,,,State Highway 2
-36.8648465,174.7031501,,,,,,park,,,,,,,Walker Park
-36.8605418,174.7046976,school,,,,,,,,,,,,Point Chevalier School
-41.3779871,173.0976509,,,,,,,,,,abandoned,,,Main Road Spring Grove
-43.5453955,172.7060103,,,,,,park,,,,,,,Estuary Park
-43.5605844,172.6721169,,,,,,park,,,,,,,Hillsborough Park
-41.2623407,174.7865165,,,,,,,,,,rail,,,Johnsonville Line
-36.8468556,174.7704165,,,,,,park,,,,,,,Emily Place Reserve
-43.5484610,172.6347673,,,,,,park,,,,,,,Sydenham Park
-43.5598492,172.6624703,,,,,,park,,,,,,,Hansen Park
-43.5617334,172.6455148,,,,,,park,,,,,,,Beckenham Park
-43.5549577,172.6177064,,,,,,park,,,,,,,Barrington Park
-41.2806931,173.2712678,,,,,,park,,,,,,,Victory Square
-43.5079891,172.5815887,,,,,,park,,,,,,,Jellie Park
-43.4911065,172.5412126,,,,,,,,,hangar,,,,Air New Zealand Hangar 4
-43.5092270,172.5824926,swimming_pool,,,,,,,,yes,,,,Jellie Park Recreation and Sport Centre
-43.5309126,172.6269469,,,museum,,,,,,yes,,,,Canterbury Museum
-36.8766638,174.7610749,,,,,,park,,,,,,,Louis Adolphius Durrieu Reserve
-36.8273830,174.8120654,,,,,,park,,,,,,,North Heads Historic Reserve
-36.8235919,174.8085464,,,,,,park,,,,,,,Balmain Reserve
-36.8251388,174.8045106,,,,,,park,,,,,,,Vauxhall Reserve
-36.8269684,174.8069723,,,,,,park,,,,,,,Devonport Domain
-36.8259036,174.7815410,,,,,,pitch,,,,,,,Ngataringa Tennis Club
-36.8254790,174.7814733,,,,,,park,,,,,,,Stanley Bay Park
-36.8234030,174.7825490,,,,,,park,,,,,,,Ngataringa Sports Fields
-36.8291056,174.7734615,,,,,,park,,,,,,,Cyril Bassett VC Lookout
-36.8277253,174.7729029,,,,,,park,,,,,,,Blair Park
-36.8266140,174.7925235,,,,,,park,,,,,,,Melrose Reserve
-36.8214447,174.7947427,,,,,,stadium,,,,,,,Allen Hill Stadium
-36.8198123,174.7939870,,,,,,park,,,,,,,Ngataringa Park
-36.8250078,174.7968575,school,,,,,,,,,,,,Saint Leo's Catholic School
-36.8189822,174.7985403,,,,,,golf_course,,,,,,,Waitemata Golf Club
-36.8493720,174.7468051,,,,,,park,,,,,,,Costley Reserve
-36.8125247,174.7824757,,,,,,park,,,,,,,Bayswater Park
-36.8508439,174.7413395,,,,,,park,,,,,,,Tole Reserve
-36.8560734,174.7408532,school,,,,,,,,,,,,Richmond Road School
-36.8564805,174.7454721,,,,,,park,,,,,,,Brown Reserve
-36.8553478,174.7433989,,,,,,park,,,,,,,Norfolk Reserve
-36.8515288,174.7356010,school,,,,,,,,,,,,Marist School Herne Bay
-36.8530180,174.7362664,,,,,,park,,,,,,,Moira Reserve
-36.8527054,174.7374931,school,,,,,,,,,,,,Saint Pauls College
-43.5309605,172.5901999,,,,,,park,,,,,,,Shand Reserve
-43.5319461,172.5903349,,,,,,park,,,,,,,Paeroa Reserve
-36.8475026,174.7307696,school,,,,,,,,,,,,Bayfield School
-36.8784938,174.7249197,,,,,,park,,,,,,,Mount Albert War Memorial Reserve
-36.8796929,174.7342969,,,,,,park,,,,,,,Sainsbury Reserve
-36.8721798,174.7494557,,,,,,park,,,,,,,Monkey Hill Reserve
-36.8819920,174.7495870,place_of_worship,,,,,,,,church,,,,Dominion Road Methodist Church
-36.8515400,174.7718564,,,,,,,,,yes,,,,School of Music
-36.8520798,174.7709979,,,,,,,,,yes,,,,Arts 2
-36.8504468,174.7703771,,,,,,,,,yes,,,,Commerce A
-36.8518969,174.7712860,,,,,,,,,yes,,,,Arts 1
-36.8537550,174.7689274,,,,,,,,,yes,,,,Security
-36.8508303,174.7702402,,,,,,,,,yes,,,,Elam B
-36.8508206,174.7692620,,,,,,,,,yes,,,,Alfred Nathan House (103)
-36.8502270,174.7694512,,,,,,,,,yes,,,,Clock Tower
-36.8512186,174.7693220,,,,,,,,,yes,,,,General Library (109)
-36.8506346,174.7712871,,,,,,,,,yes,,,,Thomas Building
-36.8510518,174.7706665,,,,,,,,,yes,,,,Biology
-36.8526640,174.7691020,,,,,,,,,yes,,,,Recreation Centre (314)
-36.8514712,174.7702791,,,,,,,,,yes,,,,Old Choral Hall (104)
-36.8509104,174.7734161,,,,,,park,,,,,,,Alten Reserve
-36.8501418,174.7704170,university,,,,,,,,,,,,University of Auckland
-36.8525121,174.7688707,university,,,,,,,,,,,,University Of Auckland
-36.8522132,174.7719722,university,,,,,,,,,,,,University Of Auckland
-36.8530852,174.7715390,,,,,,,,,yes,,,,Owen G Glenn Building
-36.8499024,174.7704207,,,,,,,,,yes,,,,Old Government House
-36.8492558,174.7730992,,,,,,park,,,,,,,Parliament Reserve
-36.8533010,174.7695347,university,,,,,,,,,,,,University Of Auckland
-36.8537056,174.7694008,,,,,,,,,yes,,,,Conference Centre
-36.8507743,174.7756711,,,,,,,,,,rail,,,Newmarket Line
-36.8501648,174.7755004,,,,,,,,,,rail,,,Newmarket Line
-36.8501752,174.7754628,,,,,,,,,,rail,,,Newmarket Line
-36.8507812,174.7756222,,,,,,,,,,rail,,,Newmarket Line
-36.8522398,174.7696247,,,,,,,,,yes,,,,Kate Edgar Information Commons
-36.8466182,174.7683209,,,,,,,,,yes,,,,Vero Building
-36.8528949,174.7631486,,,,,,,,,yes,,,,Auckland Town Hall
-36.8482792,174.7751242,,,,,,park,,,,,,,Te Taou Reserve
-36.8471881,174.7769708,,,,,,stadium,,,yes,,,,Vector Arena
-36.8456399,174.7643731,,,,,,,,,yes,,,,ANZ Centre
-36.8440740,174.7674067,,,,,,,,,yes,,,,Britomart
-36.8429850,174.7668686,,,,,,,,,yes,,,,Auckland Ferry Building
-36.8482708,174.7667681,,,,,,,,,yes,,,,Metropolis
-36.8481804,174.7606793,,,,,,,,,yes,,,,TVNZ Television Centre
-36.8515972,174.7688199,,,,,,,,,yes,,,,Maidment (313)
-36.8531402,174.7685781,,,,,,,,,yes,,,,Science Centre (301)
-36.8540677,174.7694502,,,,,,,,,yes,,,,Architecture
-36.8522962,174.7718722,,,,,,,,,yes,,,,Fale Pasifika
-36.8491937,174.7716862,,,,,,,,,yes,,,,Courtville
-36.8481560,174.7714335,,,,,,,,,yes,,,,Legal Research Foundation
-36.8474902,174.7745191,,,,,,,,,yes,,,,Quay Park Medical Centre
-36.8607094,174.7777975,,,museum,,,,,,public,,,,Auckland War Memorial Museum
-36.8541092,174.7732041,,,,,,stadium,,,,,,,ASB Tennis Centre
-36.8510456,174.7639171,,,,,,,,,yes,,,,The Civic
-36.8511374,174.7631633,,,,,,,,,yes,,,,Bledisloe House
-36.8515510,174.7636096,,,,,,,,,yes,,,,Sky City Metro
-36.8503029,174.7633607,,,,,,,,,yes,,,,The Elliot Hotel
-36.8424178,174.7655624,ferry_terminal,,,,,,,,yes,,,,Pier 4
-36.8600698,174.7833022,place_of_worship,,,,,,,,church,,,,Auckland Cathedral
-36.8596129,174.7836104,place_of_worship,,,,,,,,church,,,,Saint Stephens Cathedral
-36.8631430,174.7718232,,,,,,stadium,,,yes,,,,Charlie Kerr Grandstand
-36.8606339,174.7705590,,,,,,,,,yes,,,,Auckland Hospital Support
-36.8602507,174.7682049,,,,,,,,,yes,,,,LabPlus and Mortuary
-36.8452475,174.7728996,,,,supermarket,,,,,yes,,,,Countdown Auckland City
-36.8459013,174.7728285,,,,,,,,,apartments,,,,Scene Three
-36.8455448,174.7721020,,,,,,,,,apartments,,,,Scene Two
-36.8452807,174.7711531,,,,,,,,,apartments,,,,Scene One
-36.8481019,174.7769079,,,,,,,,,apartments,,,,Railway Station
-36.8552009,174.7666089,university,,,,,,,,,,,,University Of Auckland
-36.8550198,174.7662073,,,,,,,,,yes,,,,O'Rorke Hall
-36.8482867,174.7717164,,,,,,,,,yes,,,,Davis Law Library
-36.8488854,174.7714288,,,,,,,,,yes,,,,Fisher Building
-36.8487660,174.7710865,,,,,,,,,yes,,,,Newman Hall
-36.8467262,174.7693920,,,,,,,,,yes,,,,Kenneth Myers Centre
-36.8475597,174.7718073,,,,,,,,,yes,,,,Auckland University Press
-36.8480382,174.7633719,,,,,,,,,yes,,,,ANZ Building
-36.8442445,174.7625189,parking,,,,,,,,yes,,,,Viaduct Parking
-36.8438916,174.7630054,,,,,,,,,yes,,,,Tepid Salt Water Baths
-36.8433516,174.7653437,,,,,,,,,yes,,,,PriceWaterhouseCoopers
-36.8464621,174.7633579,place_of_worship,,,,,,,,cathedral,,,,St Patrick's Cathedral
-36.8536776,174.7979563,,,,,,,,,,rail,,,North Island Main Trunk
-36.8498438,174.7936141,,,,,,,,,,rail,,,North Island Main Trunk
-36.8773241,174.7519542,,,,supermarket,,,,,yes,,,,Foodtown Valley Road
-36.8649991,174.7615039,,,,,,,,,yes,,,,Number 3 Khyber Reservoir
-36.8618258,174.7694925,university,,,,,,,,,,,,University Of Auckland
-36.8595603,174.7698631,,,,,,,,,yes,,,,Starship Childrens Hospital
-36.8585372,174.7707975,,,,,,,,,yes,,,,Supply Store
-36.8550971,174.7581232,,,,,,,,,yes,,,,Beca
-36.8464600,174.7484752,school,,,,,,,,,,,,Saint Mary's College
-36.8449878,174.7668691,,,,,,,,,yes,,,,The Dilworth Building
-36.8450754,174.7672078,,,,,,,,,yes,,,,Queen's Arcade Building
-36.8444404,174.7648685,,,,,,,,,yes,,,,West Plaza
-36.8494078,174.7658183,,,,,,,,,yes,,,,The Lister Building
-36.9060353,174.7770152,,,,,,,,,yes,,,,Stardome Observatory
-36.8978041,174.7836701,restaurant,,,,,,,,yes,,,,Cornwall Park Restaurant
-36.8672511,174.7780509,,,,,,park,,,,,,,Lumsden Green
-36.8671224,174.8053373,,,,,,park,,,,,,,Martyn Willson Reserve
-36.8624824,174.8097239,,,,,,,,,,station,,,Orakei
-36.8836886,174.7682355,,,,,,,,,yes,,,,Library
-36.8388052,174.7407542,,,,,,sports_centre,,,,,,,Point Erin Pool
-36.8402860,174.7391113,,,,,,park,,,,,,,Masefield Beach Reserve
-36.8248609,174.8020842,,,,,,park,,,,,,,Mount Cambria Reserve
-36.8175329,174.7918375,,,,,,park,,,,,,,Polly's Park
-36.8148572,174.7872108,,,,,,park,,,,,,,Kawerau Reserve
-36.8138634,174.7855405,,,,,,park,,,,,,,Plymouth Reserve
-36.8171834,174.7684105,,,,,,park,,,,,,,Quinton Park
-36.8123872,174.7771450,,,,,,park,,,,,,,Sandy Bay Reserve
-36.8114825,174.7844733,,,,,,sports_centre,,,,,,,Belmont Park Racquets Club
-36.8097036,174.7826990,,,,,,park,,,,,,,Philomel Reserve
-36.8098526,174.7886244,school,,,,,,,,,,,,Bayswater School
-36.8047029,174.7804056,,,,,,park,,,,,,,Northboro Reserve
-36.8044317,174.7750546,school,,,,,,,,,,,,Hauraki School
-36.8021064,174.7923127,,,,,,park,,,,,,,George Gair Lookout
-36.8043652,174.7940579,,,,,,park,,,,,,,Westwell Road Reserve
-36.8065248,174.7914782,school,,,,,,,,,,,,Belmont School
-36.8075398,174.7902568,,,,,,park,,,,,,,The Rose Centre
-36.8173930,174.8029892,school,,,,,,,,,,,,Vauxhall School
-36.8854597,174.7752759,,,,,,park,,,,,,,Marivare Reserve
-36.8153191,174.7993908,,,,,,park,,,,,,,Woodall Park
-36.9028531,174.7502622,,,,,,park,,,,,,,Arthur S Richards Memorial Park
-36.9084232,174.7556017,,,,,,,,,yes,,,,Three Kings Plaza
-36.8505916,174.7724048,place_of_worship,,,,,,,,church,,,,Presbyterian Church of Saint Andrew
-36.8490267,174.7699591,,,,,,,,,yes,,,,Maclaurin Chapel & Chaplains (107)
-36.8749872,174.7352548,,,,,,,,,,station,,,Morningside
-36.8762371,174.7312721,,,,,,,,,,rail,,,North Auckland Line
-36.8573554,174.7611529,place_of_worship,,,,,,,,church,,,,Auckland Baptist Tabernacle
-36.8528245,174.7619681,,,,,,,,,yes,,,,Civic Building
-36.8487753,174.7630133,,,,,,,,,yes,,,,The AA Centre
-43.4757542,172.6883875,,,,,,park,,,,,,,Titirangi Reserve
-36.9422970,174.7875985,,,,,,park,,,,,,,Naomi and Bill Kirk Memorial Park
-36.9245365,174.7844712,,,,,,,,,yes,,,,Sir William Jordan Recreation Centre
-36.8859754,174.7473908,community_centre,,,,,,,,yes,,,,Mount Eden War Memorial Hall
-36.8807021,174.7490327,fuel,,,,,,,,yes,,,,g.a.s
-36.8543395,174.7665155,university,,,,,,,,,,,,Auckland University of Technology
-43.4621845,172.6747676,,,,,,golf_course,,,,,,,Windsor Golf Club
-43.4913829,172.5553692,,,,,,golf_course,,,,,,,Russley Golf Club
-43.4805162,172.5242470,,,,,,golf_course,,,,,,,Harewood Golf Club
-43.4621411,172.4884939,,,,,,golf_course,,,,,,,Coringa Country Club
-43.4609112,172.4706628,,,,,,golf_course,,,,,,,McLeans Island Golf Club
-43.4477470,172.5927696,,,,,,golf_course,,,,,,,Clearwater Resort
-43.5367191,172.4898500,,,,,,golf_course,,,,,,,Templeton Country Club
-36.7814057,174.7140903,school,,,,,,,,,,,,Glenfield College
-36.8773517,174.7314695,school,,,,,,,,,,,,Mount Albert Primary School
-36.8808110,174.7227254,,,,,,park,,,,,,,Alice Wylie Reserve
-36.8927740,174.7367683,,,,,,park,,,,,,,Sandringham Reserve
-36.8922436,174.7357435,parking,,,,,,,,,,,,Kitchener Road Car Park
